date,name,team,opposition,venue,bat_innings,innings_played,previous_average,previous_strike_rate,previous_economy,previous_wicket_hauls,wickets
,Bharat Sharma,Puducherry,Tamil Nadu,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,,1,0,0,5.76,0,0
,Sagar Udeshi,Puducherry,Tamil Nadu,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,,6,18.58333333,21,5.555555556,0,2
,Sagar Trivedi,Puducherry,Tamil Nadu,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,,4,26.5,12.75,10.85384615,0,0
,Damodaran Rohit,Puducherry,Tamil Nadu,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,,3,4.333333333,3,10.55555556,0,0
,Pavan Deshpande,Puducherry,Tamil Nadu,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,,0,0,0,0,0,0
,Marimuthu Vikneshwaran,Puducherry,Tamil Nadu,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,,0,0,0,0,0,0
,Debabrata Pradhan,Odisha,Maharashtra,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium B,,1,0,0,4.56,0,3
,Ashish Rai,Odisha,Maharashtra,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium B,,2,5,6,8,0,1
,Jayanta Behera,Odisha,Maharashtra,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium B,,1,4.666666667,8,3.5,0,2
,Bikash K Rout,Odisha,Maharashtra,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium B,,1,9,8.333333333,6.48,0,2
,AS Raut,Odisha,Maharashtra,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium B,,1,0,0,6.315789474,0,0
,Govinda Poddar,Odisha,Maharashtra,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium B,,5,11.125,12,7.3,0,0
,Sarbeswar Mohanty,Odisha,Maharashtra,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium B,,1,24,25,5.76,0,0
,Azim Kazi,Maharashtra,Odisha,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium B,,6,4.6,7.2,7.721153846,0,1
,A Palkar,Maharashtra,Odisha,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium B,,2,7.5,6.5,6.461538462,0,3
,Pradeep Dadhe,Maharashtra,Odisha,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium B,,3,18,12.33333333,8.86,0,1
,Divyang Hinganekar,Maharashtra,Odisha,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium B,,4,6.25,7.625,6.228333333,0,4
,Satyajeet Bachhav,Maharashtra,Odisha,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium B,,7,17.83333333,16.08333333,7.011428571,0,0
,Sunil Yadav,Maharashtra,Odisha,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium B,,1,27,24,6.75,0,1
,Diwesh Pathania,Services,Karnataka,"ACA Stadium, Barsapara",,5,33.9,22.8,8.06,0,2
,Sachidanand Pandey,Services,Karnataka,"ACA Stadium, Barsapara",,0,0,0,0,0,2
,Vikas Yadav,Services,Karnataka,"ACA Stadium, Barsapara",,5,23,18,7.4,0,0
,Nitin Yadav,Services,Karnataka,"ACA Stadium, Barsapara",,2,10.91666667,10.25,6.23,0,0
,Rahul Khajan Singh,Services,Karnataka,"ACA Stadium, Barsapara",,0,0,0,0,0,1
,Lakhan Singh,Services,Karnataka,"ACA Stadium, Barsapara",,3,12.33333333,10,9,0,1
,J Suchith,Karnataka,Services,"ACA Stadium, Barsapara",,5,11.625,15.375,7.616,0,1
,KC Cariappa,Karnataka,Services,"ACA Stadium, Barsapara",,2,7.833333333,10.5,4.865384615,0,0
,K Gowtham,Karnataka,Services,"ACA Stadium, Barsapara",,7,22.61904762,20.92857143,6.28952381,0,1
,Vijaykumar Vyshak,Karnataka,Services,"ACA Stadium, Barsapara",,0,0,0,0,0,4
,MB Darshan,Karnataka,Services,"ACA Stadium, Barsapara",,0,0,0,0,0,2
,Shahbaz Ahmed,Bengal,Mumbai,"ACA Stadium, Barsapara",,12,14.67361111,13.75347222,7.021794872,0,1
,Mukesh Kumar,Bengal,Mumbai,"ACA Stadium, Barsapara",,6,18.5,16.6,7.336666667,0,1
,Akash Deep,Bengal,Mumbai,"ACA Stadium, Barsapara",,6,16.08333333,13.08333333,8.208538012,1,0
,Writtick Chatterjee,Bengal,Mumbai,"ACA Stadium, Barsapara",,4,12,13.75,5.6725,0,2
,Pradipta Pramanik,Bengal,Mumbai,"ACA Stadium, Barsapara",,0,0,0,0,0,2
,Karan Lal,Bengal,Mumbai,"ACA Stadium, Barsapara",,2,14.5,18,5.5,0,1
,SD Lad,Mumbai,Bengal,"ACA Stadium, Barsapara",,0,0,0,0,0,2
,Mohit Avasthi,Mumbai,Bengal,"ACA Stadium, Barsapara",,1,16,12.5,7.68,0,3
,Atharva Ankolekar,Mumbai,Bengal,"ACA Stadium, Barsapara",,4,5.666666667,8,4.75,0,0
,TU Deshpande,Mumbai,Bengal,"ACA Stadium, Barsapara",,2,29.5,19.25,9.175384615,0,2
,Tanush Kotian,Mumbai,Bengal,"ACA Stadium, Barsapara",,1,0,0,6.24,0,0
,S Dube,Mumbai,Bengal,"ACA Stadium, Barsapara",,9,10.375,9,9.082497911,0,1
,A Sheth,Baroda,Chhattisgarh,Nehru Stadium,,10,19.45,16.55833333,7.226144165,1,0
,KH Pandya,Baroda,Chhattisgarh,Nehru Stadium,,23,29.46792486,30.91866029,7.372530298,0,4
,NA Rathva,Baroda,Chhattisgarh,Nehru Stadium,,10,5.682380952,5.874285714,6.019611529,0,2
,KR Kakade,Baroda,Chhattisgarh,Nehru Stadium,,8,7.63125,8.05625,6.647158762,0,0
,LI Meriwala,Baroda,Chhattisgarh,Nehru Stadium,,10,17.14074074,13.39259259,7.235097744,1,3
,Ansh Patel,Baroda,Chhattisgarh,Nehru Stadium,,1,0,0,13,0,1
,Sumit Ruikar,Chhattisgarh,Baroda,Nehru Stadium,,5,0,0,6.483333333,0,1
,Ajay Mandal,Chhattisgarh,Baroda,Nehru Stadium,,7,20.88571429,15.77142857,8.369047619,0,1
,Ravi Kiran,Chhattisgarh,Baroda,Nehru Stadium,,4,4.333333333,4,8.704545455,0,2
,Sourabh Majumdar,Chhattisgarh,Baroda,Nehru Stadium,,4,10.41666667,8,7.715909091,1,0
,AA Herwadkar,Chhattisgarh,Baroda,Nehru Stadium,,1,0,0,11,0,0
,SS Agarwal,Chhattisgarh,Baroda,Nehru Stadium,,2,23,18.5,7.548076923,0,0
,Mujtaba Yousuf,Jammu & Kashmir,Haryana,Alembic 2  Cricket Ground,,4,11.04166667,17.08333333,7.1225,0,2
,Auqib Nabi,Jammu & Kashmir,Haryana,Alembic 2  Cricket Ground,,4,8.75,7.75,7.300595238,1,1
,Parvez Rasool,Jammu & Kashmir,Haryana,Alembic 2  Cricket Ground,,5,16.375,15.6875,6.364,0,3
,Umran Malik,Jammu & Kashmir,Haryana,Alembic 2  Cricket Ground,,6,24.65740741,17.06481481,8.266866097,0,4
,Abid Mushtaq (2),Jammu & Kashmir,Haryana,Alembic 2  Cricket Ground,,4,15.5,16.5,8.333333333,0,0
,HV Patel,Haryana,Jammu & Kashmir,Alembic 2  Cricket Ground,,32,17.47334369,13.09201928,7.784390847,3,0
,J Yadav,Haryana,Jammu & Kashmir,Alembic 2  Cricket Ground,,16,13.9986014,14.42843823,6.190747425,1,2
,MM Sharma,Haryana,Jammu & Kashmir,Alembic 2  Cricket Ground,,8,14.08333333,14.32142857,8.2575,0,0
,R Tewatia,Haryana,Jammu & Kashmir,Alembic 2  Cricket Ground,,21,14.38568644,11.5700362,8.341803318,0,1
,YS Chahal,Haryana,Jammu & Kashmir,Alembic 2  Cricket Ground,,48,25.12696299,21.553489,7.050100853,2,0
,Jaideep Bhambhu,Haryana,Jammu & Kashmir,Alembic 2  Cricket Ground,,1,0,0,7.5,0,0
,Chaitanya Bishnoi,Haryana,Jammu & Kashmir,Alembic 2  Cricket Ground,,0,0,0,0,0,0
,R Shukla,Jharkhand,Andhra,Alembic 2  Cricket Ground,,3,23,15.88888889,9.668546366,0,1
,Shubham Kumar Singh,Jharkhand,Andhra,Alembic 2  Cricket Ground,,0,0,0,0,0,1
,Bal Krishna,Jharkhand,Andhra,Alembic 2  Cricket Ground,,2,16.125,15.5,5.865,1,0
,Utkarsh Singh,Jharkhand,Andhra,Alembic 2  Cricket Ground,,3,10,12,5.666666667,0,0
,S Nadeem,Jharkhand,Andhra,Alembic 2  Cricket Ground,,7,39.07291667,51.1875,7.182539683,1,1
,AS Roy,Jharkhand,Andhra,Alembic 2  Cricket Ground,,5,27.5,22.4,7.937692308,0,1
,Cheepurapalli Stephen,Andhra,Jharkhand,Alembic 2  Cricket Ground,,6,15.83333333,18.19444444,7.027836257,0,5
,K V Sasikanth,Andhra,Jharkhand,Alembic 2  Cricket Ground,,5,17.625,16,7.903009061,0,1
,Shoaib Mohammed Khan,Andhra,Jharkhand,Alembic 2  Cricket Ground,,5,13.4,14.6,5.942857143,0,0
,Harishankar Reddy,Andhra,Jharkhand,Alembic 2  Cricket Ground,,5,16.875,11.0625,9.400502924,0,3
,Ahitesh Varma,Andhra,Jharkhand,Alembic 2  Cricket Ground,,1,20,12,10,0,0
,Pinninit Tapaswi,Andhra,Jharkhand,Alembic 2  Cricket Ground,,0,0,0,0,0,0
,Unnikrishnan Manukrishnan,Kerala,Railways,Arun Jaitley Stadium,,1,28,24,7,0,1
,KM Asif,Kerala,Railways,Arun Jaitley Stadium,,7,34.42857143,22.64285714,8.491391466,0,0
,Basil Thampi,Kerala,Railways,Arun Jaitley Stadium,,5,1.266666667,1.6,8.04,0,1
,Jalaj S Saxena,Kerala,Railways,Arun Jaitley Stadium,,6,6.416666667,9.25,7.277777778,0,1
,S Midhun,Kerala,Railways,Arun Jaitley Stadium,,4,32.5,25,7.183333333,0,3
,Rojith Ganesh,Kerala,Railways,Arun Jaitley Stadium,,0,0,0,0,0,0
,Sachin Baby,Kerala,Railways,Arun Jaitley Stadium,,4,9.555555556,8.666666667,9.291666667,0,0
,Ananta Saha,Railways,Kerala,Arun Jaitley Stadium,,1,0,0,6.315789474,0,1
,Yuvraj Singh (2),Railways,Kerala,Arun Jaitley Stadium,,2,10.5,8.5,10.79679144,0,3
,AR Pandey,Railways,Kerala,Arun Jaitley Stadium,,0,0,0,0,0,1
,Shubham Chaubey,Railways,Kerala,Arun Jaitley Stadium,,0,0,0,0,0,0
,KV Sharma,Railways,Kerala,Arun Jaitley Stadium,,5,16.2,18.1,5.312666667,0,1
,Harsh Tyagi,Railways,Kerala,Arun Jaitley Stadium,,7,15.75,16.92857143,7.005238095,0,0
,Pritam Das,Assam,Bihar,Arun Jaitley Stadium,,7,11.14285714,8.8,8.174254317,0,0
,Mukhtar Hussain,Assam,Bihar,Arun Jaitley Stadium,,5,26.53333333,20.8,8.46974359,0,2
,Rajjakuddin Ahmed,Assam,Bihar,Arun Jaitley Stadium,,6,5.416666667,5.666666667,8.81517094,0,4
,Amlanjyoti Das,Assam,Bihar,Arun Jaitley Stadium,,6,13,12,7.447975709,0,0
,Roshan Alam,Assam,Bihar,Arun Jaitley Stadium,,2,6.666666667,8,4.375,0,1
,R Parag,Assam,Bihar,Arun Jaitley Stadium,,13,17.65384615,16.22527473,9.951453931,0,0
,Pallav Kumar Das,Assam,Bihar,Arun Jaitley Stadium,,0,0,0,0,0,1
,Abhijeet Saket,Bihar,Assam,Arun Jaitley Stadium,,2,19.5,15.83333333,6.33,0,2
,Malay Raj,Bihar,Assam,Arun Jaitley Stadium,,0,0,0,0,0,2
,Hrishi Raj,Bihar,Assam,Arun Jaitley Stadium,,1,11,9.333333333,7.071428571,0,1
,Ashutosh Aman,Bihar,Assam,Arun Jaitley Stadium,,7,11.41666667,11.67857143,5.122857143,2,1
,Sachin Kumar,Bihar,Assam,Arun Jaitley Stadium,,4,14.11111111,14.66666667,7.278846154,0,0
,Mangal Mahrour,Bihar,Assam,Arun Jaitley Stadium,,1,0,0,11.5,0,1
,Avesh Khan,Madhya Pradesh,Gujarat,"Airforce Complex ground, Palam",,30,20.61271212,15.46191288,7.33308547,6,0
,KR Sen,Madhya Pradesh,Gujarat,"Airforce Complex ground, Palam",,7,15.78125,15.25,6.870512821,0,1
,K Kartikeya,Madhya Pradesh,Gujarat,"Airforce Complex ground, Palam",,2,7.666666667,13,3.25,0,0
,VR Iyer,Madhya Pradesh,Gujarat,"Airforce Complex ground, Palam",,15,19.78,15.75657143,7.862537112,0,0
,Mihir Hirwani,Madhya Pradesh,Gujarat,"Airforce Complex ground, Palam",,7,11.57142857,9.428571429,8.187912088,0,1
,Parth Sahani,Madhya Pradesh,Gujarat,"Airforce Complex ground, Palam",,3,14.5,6,12.33333333,0,1
,Chintan Gaja,Gujarat,Madhya Pradesh,"Airforce Complex ground, Palam",,5,14.33333333,12,6.134210526,0,2
,Roosh Kalaria,Gujarat,Madhya Pradesh,"Airforce Complex ground, Palam",,6,25.58333333,18.5,8.171965812,0,2
,A Nagwaswalla,Gujarat,Madhya Pradesh,"Airforce Complex ground, Palam",,7,16.96296296,13.44444444,8.295986395,1,3
,HP Patel,Gujarat,Madhya Pradesh,"Airforce Complex ground, Palam",,6,15.2,16,5.771428571,0,1
,PP Chawla,Gujarat,Madhya Pradesh,"Airforce Complex ground, Palam",,8,17.921875,15.53125,7.24375,0,2
,Ravi Teja,Hyderabad (India),Chandigarh,Gurugram Cricket Ground (SRNCC),,5,12.25,12.25,7.489333333,0,2
,Mohammed Siraj,Hyderabad (India),Chandigarh,Gurugram Cricket Ground (SRNCC),,34,31.97745547,50.6751895,5.371085849,1,1
,CV Milind,Hyderabad (India),Chandigarh,Gurugram Cricket Ground (SRNCC),,6,13.03333333,8.172222222,9.606378446,1,1
,Tanay Thyagarajan,Hyderabad (India),Chandigarh,Gurugram Cricket Ground (SRNCC),,6,11.25,11.5,6.236111111,0,1
,GH Vihari,Hyderabad (India),Chandigarh,Gurugram Cricket Ground (SRNCC),,3,11,10,7.777777778,0,0
,Rohit Rayudu,Hyderabad (India),Chandigarh,Gurugram Cricket Ground (SRNCC),,1,7,6,7,0,0
,Tilak Varma,Hyderabad (India),Chandigarh,Gurugram Cricket Ground (SRNCC),,2,0,0,10,0,0
,Jagjit Singh,Chandigarh,Hyderabad (India),Gurugram Cricket Ground (SRNCC),,4,0,0,5.580864662,0,0
,Shreshth Nirmohi,Chandigarh,Hyderabad (India),Gurugram Cricket Ground (SRNCC),,0,0,0,0,0,0
,Jaskaran Singh,Chandigarh,Hyderabad (India),Gurugram Cricket Ground (SRNCC),,5,16.95,17.6,5.429824561,0,1
,Arpit Pannu,Chandigarh,Hyderabad (India),Gurugram Cricket Ground (SRNCC),,0,0,0,0,0,1
,Gurinder Singh,Chandigarh,Hyderabad (India),Gurugram Cricket Ground (SRNCC),,5,17.33333333,18.33333333,5.434153846,0,0
,Bhagmender Lather,Chandigarh,Hyderabad (India),Gurugram Cricket Ground (SRNCC),,3,19.5,22,7.368421053,0,0
,Akash Madhwal,Uttarakhand,Saurashtra,Gurugram Cricket Ground (SRNCC),,7,13.91666667,11.80555556,7.514920635,1,0
,Nikhil Kohli,Uttarakhand,Saurashtra,Gurugram Cricket Ground (SRNCC),,5,17.25,11.375,8.59173913,0,0
,Swapnil Singh,Uttarakhand,Saurashtra,Gurugram Cricket Ground (SRNCC),,2,7.5,6,5.5,0,1
,Mayank Mishra,Uttarakhand,Saurashtra,Gurugram Cricket Ground (SRNCC),,3,16.22222222,13,6.472222222,0,0
,Dikshanshu Negi,Uttarakhand,Saurashtra,Gurugram Cricket Ground (SRNCC),,7,10.31428571,12,6.869047619,0,0
,Agrim Tiwari,Uttarakhand,Saurashtra,Gurugram Cricket Ground (SRNCC),,1,22,12.5,10.56,0,2
,JD Unadkat,Saurashtra,Uttarakhand,Gurugram Cricket Ground (SRNCC),,13,22.67801816,17.53218483,8.112307692,0,2
,C Sakariya,Saurashtra,Uttarakhand,Gurugram Cricket Ground (SRNCC),,23,19.36725996,16.99366168,7.076078902,1,1
,Chirag Jani,Saurashtra,Uttarakhand,Gurugram Cricket Ground (SRNCC),,7,25.76190476,18.57936508,9.066493506,0,0
,Dharmendrasinh Jadeja,Saurashtra,Uttarakhand,Gurugram Cricket Ground (SRNCC),,6,12.72222222,11.41666667,10.7727193,0,1
,Parth Bhut,Saurashtra,Uttarakhand,Gurugram Cricket Ground (SRNCC),,2,10.5,12,8.125,0,1
,Homendro Kabrambam,Manipur,Tripura,Gokaraju Liala Gangaaraju ACA Cricket Ground,,0,0,0,0,0,0
,Bishworjit Konthoujam,Manipur,Tripura,Gokaraju Liala Gangaaraju ACA Cricket Ground,,6,6.930555556,7.027777778,5.050353535,3,1
,Nitesh Sedai,Manipur,Tripura,Gokaraju Liala Gangaaraju ACA Cricket Ground,,1,17,12,8.5,0,0
,L Kishan Singha,Manipur,Tripura,Gokaraju Liala Gangaaraju ACA Cricket Ground,,6,17.66666667,15.66666667,7.555555556,0,1
,Kangabam Singh,Manipur,Tripura,Gokaraju Liala Gangaaraju ACA Cricket Ground,,1,11.5,12.5,5.52,0,0
,Lamabam Singh,Manipur,Tripura,Gokaraju Liala Gangaaraju ACA Cricket Ground,,5,22.6,16.4,8.144736842,0,0
,Manisankar Murasingh,Tripura,Manipur,Gokaraju Liala Gangaaraju ACA Cricket Ground,,7,11.73809524,13.14285714,5.971175491,0,1
,Ajay Sarkar,Tripura,Manipur,Gokaraju Liala Gangaaraju ACA Cricket Ground,,7,12.4,10.2,7.333516484,0,0
,Rahil Shah,Tripura,Manipur,Gokaraju Liala Gangaaraju ACA Cricket Ground,,2,0,0,5.48,0,2
,Saruk Hossain,Tripura,Manipur,Gokaraju Liala Gangaaraju ACA Cricket Ground,,2,13,13,5.357142857,0,0
,Amit Ali,Tripura,Manipur,Gokaraju Liala Gangaaraju ACA Cricket Ground,,2,3.75,6,3.75,2,3
,Sankar Paul,Tripura,Manipur,Gokaraju Liala Gangaaraju ACA Cricket Ground,,7,16.80952381,16.88888889,9.798901099,0,0
,UT Yadav,Vidarbha,Meghalaya,Gokaraju Liala Gangaaraju ACA Cricket Ground,,6,32.13888889,56.60185185,3.655078583,0,3
,Yash Thakur,Vidarbha,Meghalaya,Gokaraju Liala Gangaaraju ACA Cricket Ground,,6,9.361111111,6.472222222,7.216970899,2,3
,DG Nalkande,Vidarbha,Meghalaya,Gokaraju Liala Gangaaraju ACA Cricket Ground,,6,10.61111111,11.16666667,5.991210195,3,0
,Akshay Karnewar,Vidarbha,Meghalaya,Gokaraju Liala Gangaaraju ACA Cricket Ground,,6,20.4,12.4,7.489444444,0,2
,Akshay Wakhare,Vidarbha,Meghalaya,Gokaraju Liala Gangaaraju ACA Cricket Ground,,6,14.5,14,6.826923077,0,2
,Atharva Taide,Vidarbha,Meghalaya,Gokaraju Liala Gangaaraju ACA Cricket Ground,,2,0,0,15.46428571,0,0
,Chirag Khurana,Meghalaya,Vidarbha,Gokaraju Liala Gangaaraju ACA Cricket Ground,,1,23,24,5.75,0,0
,Akash Choudhary,Meghalaya,Vidarbha,Gokaraju Liala Gangaaraju ACA Cricket Ground,,7,13.9047619,13.97619048,5.865714286,0,0
,Dippu Sangma,Meghalaya,Vidarbha,Gokaraju Liala Gangaaraju ACA Cricket Ground,,4,11.25,16.25,4.976450216,0,1
,Anish Charak,Meghalaya,Vidarbha,Gokaraju Liala Gangaaraju ACA Cricket Ground,,4,5,6,5.59,0,1
,Ram Gurung,Meghalaya,Vidarbha,Gokaraju Liala Gangaaraju ACA Cricket Ground,,2,9,12,4.583333333,0,0
2021-11-08,Amit Yadav,Goa,Tamil Nadu,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,,3,17.33333333,15.11111111,7.60025641,0,1
,Lakshay Garg,Goa,Tamil Nadu,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,,7,13.47222222,12.61111111,7.032883307,0,1
,SB Wagh,Goa,Tamil Nadu,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,,3,25.55555556,16.77777778,9.251764706,0,4
,Felix Alemao,Goa,Tamil Nadu,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,,1,35,24,8.75,0,1
,Darshan Misal,Goa,Tamil Nadu,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,,7,15.125,15.5,7.035457875,0,1
,SS Prabhudessai,Goa,Tamil Nadu,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,,4,0,0,9.425,0,1
,Shubham Ranjane,Goa,Tamil Nadu,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,,4,10.5,7.5,11.9625,0,0
,P Saravana Kumar,Tamil Nadu,Goa,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,,0,0,0,0,0,2
,R Sai Kishore,Tamil Nadu,Goa,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,,10,16.18333333,18.91666667,5.668897436,1,0
,Ragupathy Silambarasan,Tamil Nadu,Goa,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,,0,0,0,0,0,0
,M Ashwin,Tamil Nadu,Goa,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,,13,18.68825397,15.77753968,6.826803844,0,0
,R Sanjay Yadav,Tamil Nadu,Goa,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,,5,6.2,10.2,4.394512821,0,0
,M Mohammed,Tamil Nadu,Goa,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,,10,12.58125,9.3875,7.073182957,1,1
,Suboth Bhati,Puducherry,Maharashtra,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium B,,1,0,0,10.38461538,0,1
,Sagar Trivedi,Puducherry,Maharashtra,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium B,,5,26.5,12.75,10.08307692,0,0
,Sagar Udeshi,Puducherry,Maharashtra,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium B,,7,17.57142857,19.71428571,5.583333333,0,0
,Raghu Sharma,Puducherry,Maharashtra,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium B,,2,12.5,12.5,8,0,2
,Manogaran Pooviarasan,Puducherry,Maharashtra,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium B,,0,0,0,0,0,0
,Logesh Prabagaran,Puducherry,Maharashtra,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium B,,0,0,0,0,0,0
,Azim Kazi,Maharashtra,Puducherry,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium B,,7,8.657142857,9.6,7.796703297,0,3
,A Palkar,Maharashtra,Puducherry,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium B,,3,6.444444444,5.555555556,6.671328671,0,2
,Pradeep Dadhe,Maharashtra,Puducherry,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium B,,4,17,12.25,8.395,0,0
,Satyajeet Bachhav,Maharashtra,Puducherry,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium B,,8,17.83333333,16.08333333,7.301666667,0,2
,Divyang Hinganekar,Maharashtra,Puducherry,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium B,,5,6.75,7.3,6.732666667,1,0
,Naushad Shaikh,Maharashtra,Puducherry,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium B,,0,0,0,0,0,3
,Sunil Yadav,Maharashtra,Puducherry,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium B,,2,30,24.5,7.335,0,0
,Mukesh Kumar,Bengal,Services,"ACA Stadium, Barsapara",,7,19.28571429,17.37142857,7.223636364,0,2
,Writtick Chatterjee,Bengal,Services,"ACA Stadium, Barsapara",,5,11.5,13.4,5.488,0,1
,Shahbaz Ahmed,Bengal,Services,"ACA Stadium, Barsapara",,13,15.54487179,14.69551282,6.943195266,0,1
,Pradipta Pramanik,Bengal,Services,"ACA Stadium, Barsapara",,1,9,10.5,5.142857143,0,2
,Karan Lal,Bengal,Services,"ACA Stadium, Barsapara",,3,16.33333333,18.33333333,5.771929825,0,1
,Akash Deep,Bengal,Services,"ACA Stadium, Barsapara",,7,16.08333333,13.08333333,8.178746867,1,1
,Vikas Yadav,Services,Bengal,"ACA Stadium, Barsapara",,6,23,18,6.833333333,0,0
,Nitin Tanwar,Services,Bengal,"ACA Stadium, Barsapara",,3,14.66666667,18,4.833333333,0,0
,Diwesh Pathania,Services,Bengal,"ACA Stadium, Barsapara",,6,30.83333333,21.08333333,7.956666667,0,0
,Rahul Khajan Singh,Services,Bengal,"ACA Stadium, Barsapara",,1,25,24,6.25,0,1
,Sachidanand Pandey,Services,Bengal,"ACA Stadium, Barsapara",,1,17,13.5,7.555555556,0,0
,M Prasidh Krishna,Karnataka,Baroda,"ACA Stadium, Barsapara",,27,22.44425012,20.76821549,6.910032754,2,1
,Vijaykumar Vyshak,Karnataka,Baroda,"ACA Stadium, Barsapara",,1,6.5,6.5,6,1,3
,J Suchith,Karnataka,Baroda,"ACA Stadium, Barsapara",,6,12.1875,16.8125,6.971666667,0,1
,KC Cariappa,Karnataka,Baroda,"ACA Stadium, Barsapara",,3,7.833333333,10.5,4.628205128,0,0
,K Gowtham,Karnataka,Baroda,"ACA Stadium, Barsapara",,8,22.29166667,21.4375,6.103333333,0,2
,KH Pandya,Baroda,Karnataka,"ACA Stadium, Barsapara",,24,28.40676133,29.88038278,7.232008203,1,0
,KR Kakade,Baroda,Karnataka,"ACA Stadium, Barsapara",,9,7.63125,8.05625,6.519696678,0,0
,LI Meriwala,Baroda,Karnataka,"ACA Stadium, Barsapara",,11,16.46127946,12.9023569,7.236452495,1,1
,A Sheth,Baroda,Karnataka,"ACA Stadium, Barsapara",,11,19.45,16.55833333,6.75104015,1,0
,NA Rathva,Baroda,Karnataka,"ACA Stadium, Barsapara",,11,5.529437229,6.431168831,5.654192299,0,2
,Ansh Patel,Baroda,Karnataka,"ACA Stadium, Barsapara",,2,14,12,10,0,0
,SD Lad,Mumbai,Chhattisgarh,Nehru Stadium,,1,8.5,9,5.666666667,0,1
,Mohit Avasthi,Mumbai,Chhattisgarh,Nehru Stadium,,2,12.33333333,10.58333333,6.84,0,1
,TU Deshpande,Mumbai,Chhattisgarh,Nehru Stadium,,3,22.83333333,17,7.636923077,0,2
,Tanush Kotian,Mumbai,Chhattisgarh,Nehru Stadium,,2,0,0,6.786666667,0,0
,S Dube,Mumbai,Chhattisgarh,Nehru Stadium,,10,10.7375,9.5,8.77424812,0,0
,Atharva Ankolekar,Mumbai,Chhattisgarh,Nehru Stadium,,5,5.666666667,8,4.95,0,1
,Sumit Ruikar,Chhattisgarh,Mumbai,Nehru Stadium,,6,4.666666667,4,6.569444444,0,2
,Ajay Mandal,Chhattisgarh,Mumbai,Nehru Stadium,,8,20.775,16.05,8.15625,0,0
,Ravi Kiran,Chhattisgarh,Mumbai,Nehru Stadium,,5,4.966666667,5,7.963636364,0,2
,Sourabh Majumdar,Chhattisgarh,Mumbai,Nehru Stadium,,5,10.41666667,8,7.039393939,1,1
,Shashank Singh,Chhattisgarh,Mumbai,Nehru Stadium,,4,0.5,1.5,9.27,0,0
