date,name,team,opposition,venue,bat_innings,innings_played,previous_average,previous_strike_rate,previous_economy,previous_wicket_hauls,wickets
,SS Agarwal,Chhattisgarh,Mumbai,Nehru Stadium,,3,23,18.5,6.198717949,0,0
,Cheepurapalli Stephen,Andhra,Rajasthan,Alembic 2  Cricket Ground,,7,14.25714286,16.28095238,6.881002506,1,4
,Harishankar Reddy,Andhra,Rajasthan,Alembic 2  Cricket Ground,,6,15.61805556,10.71875,8.870789474,0,2
,K V Sasikanth,Andhra,Rajasthan,Alembic 2  Cricket Ground,,6,19.35416667,17.66666667,7.662763961,0,0
,Pinninit Tapaswi,Andhra,Rajasthan,Alembic 2  Cricket Ground,,1,0,0,10.61538462,0,3
,Manish Golamaru,Andhra,Rajasthan,Alembic 2  Cricket Ground,,1,9.5,12,4.75,0,1
,Tanveer Ul-Haq,Rajasthan,Andhra,Alembic 2  Cricket Ground,,3,12.66666667,15,5.72,0,0
,AR Lamba,Rajasthan,Andhra,Alembic 2  Cricket Ground,,0,0,0,0,0,0
,Shubham Kamal Sharma,Rajasthan,Andhra,Alembic 2  Cricket Ground,,1,0,0,8.16,0,3
,Ravi Bishnoi,Rajasthan,Andhra,Alembic 2  Cricket Ground,,20,16.66691176,17.24485294,6.264307692,0,3
,DJ Hooda,Rajasthan,Andhra,Alembic 2  Cricket Ground,,9,10.65625,9.6875,8.870994152,0,0
,MK Lomror,Rajasthan,Andhra,Alembic 2  Cricket Ground,,4,11,9,6.333333333,0,0
,KL Nagarkoti,Rajasthan,Andhra,Alembic 2  Cricket Ground,,2,14,12,9.75,0,2
,Unnikrishnan Manukrishnan,Kerala,Assam,Arun Jaitley Stadium,,2,27,24,6.75,0,0
,Sharafuddeen,Kerala,Assam,Arun Jaitley Stadium,,1,0,0,12,0,1
,Jalaj S Saxena,Kerala,Assam,Arun Jaitley Stadium,,7,7.928571429,11.35714286,6.845238095,0,2
,Basil Thampi,Kerala,Assam,Arun Jaitley Stadium,,6,8.555555556,5.666666667,8.430769231,0,3
,Sachin Baby,Kerala,Assam,Arun Jaitley Stadium,,5,9.555555556,8.666666667,8.233333333,0,1
,S Midhun,Kerala,Assam,Arun Jaitley Stadium,,5,27.6,21.66666667,6.898666667,0,1
,Mukhtar Hussain,Assam,Kerala,Arun Jaitley Stadium,,6,24.61111111,19.33333333,8.308119658,0,0
,Pritam Das,Assam,Kerala,Arun Jaitley Stadium,,8,11.14285714,8.8,7.960164835,0,0
,R Parag,Assam,Kerala,Arun Jaitley Stadium,,14,17.65384615,16.22527473,9.812064364,0,1
,Rajjakuddin Ahmed,Assam,Kerala,Arun Jaitley Stadium,,7,5.535714286,5.714285714,8.448717949,1,1
,Roshan Alam,Assam,Kerala,Arun Jaitley Stadium,,3,11.11111111,11.66666667,5.021929825,0,0
,Amlanjyoti Das,Assam,Kerala,Arun Jaitley Stadium,,7,13,12,7.241122036,0,0
,Avesh Khan,Madhya Pradesh,Bihar,"Airforce Complex ground, Palam",,31,20.61271212,15.46191288,7.416633581,6,3
,KR Sen,Madhya Pradesh,Bihar,"Airforce Complex ground, Palam",,8,17.18359375,15.96875,6.975984432,0,2
,VR Iyer,Madhya Pradesh,Bihar,"Airforce Complex ground, Palam",,16,19.78,15.75657143,7.884286437,0,2
,K Kartikeya,Madhya Pradesh,Bihar,"Airforce Complex ground, Palam",,3,7.666666667,13,5.166666667,0,1
,Mihir Hirwani,Madhya Pradesh,Bihar,"Airforce Complex ground, Palam",,8,12.375,11.25,7.726923077,0,2
,Abhijeet Saket,Bihar,Madhya Pradesh,"Airforce Complex ground, Palam",,3,17.16666667,15.05555556,6.071851852,0,0
,Harsh Vikram Singh,Bihar,Madhya Pradesh,"Airforce Complex ground, Palam",,0,0,0,0,0,0
,Suraj Kashyap,Bihar,Madhya Pradesh,"Airforce Complex ground, Palam",,0,0,0,0,0,1
,Shashi Anand,Bihar,Madhya Pradesh,"Airforce Complex ground, Palam",,0,0,0,0,0,0
,Shreshth Nirmohi,Chandigarh,Saurashtra,Chaudhry Bansi Lal Cricket Stadium,,1,0,0,10.66666667,0,0
,Jagjit Singh,Chandigarh,Saurashtra,Chaudhry Bansi Lal Cricket Stadium,,5,0,0,6.131358396,0,0
,Jaskaran Singh,Chandigarh,Saurashtra,Chaudhry Bansi Lal Cricket Stadium,,6,20.625,18.66666667,6.149853801,0,1
,Arpit Pannu,Chandigarh,Saurashtra,Chaudhry Bansi Lal Cricket Stadium,,1,19,24,4.75,0,0
,Gurinder Singh,Chandigarh,Saurashtra,Chaudhry Bansi Lal Cricket Stadium,,6,17.33333333,18.33333333,6.048461538,0,1
,Bhagmender Lather,Chandigarh,Saurashtra,Chaudhry Bansi Lal Cricket Stadium,,4,19.5,22,8.026315789,0,2
,JD Unadkat,Saurashtra,Chandigarh,Chaudhry Bansi Lal Cricket Stadium,,14,21.80815972,17.17274306,7.892857143,0,2
,C Sakariya,Saurashtra,Chandigarh,Chaudhry Bansi Lal Cricket Stadium,,24,20.10195747,17.41059245,7.123834874,1,3
,K D Patel,Saurashtra,Chandigarh,Chaudhry Bansi Lal Cricket Stadium,,1,28,24,7,0,0
,Dharmendrasinh Jadeja,Saurashtra,Chandigarh,Chaudhry Bansi Lal Cricket Stadium,,7,13.19047619,13.21428571,9.80518797,0,1
,Chirag Jani,Saurashtra,Chandigarh,Chaudhry Bansi Lal Cricket Stadium,,8,25.76190476,18.57936508,9.308181818,0,0
,PN Mankad,Saurashtra,Chandigarh,Chaudhry Bansi Lal Cricket Stadium,,6,16,10.46666667,9.648391813,1,0
,Kranthi Kumar,Sikkim,Mizoram,Gokaraju Liala Gangaaraju ACA Cricket Ground,,2,16.75,13,7.730769231,0,0
,Codanda Ajit Karthik,Sikkim,Mizoram,Gokaraju Liala Gangaaraju ACA Cricket Ground,,2,17,18.75,5.76,0,3
,Md Saptula,Sikkim,Mizoram,Gokaraju Liala Gangaaraju ACA Cricket Ground,,3,4.5,9,7.666666667,0,0
,Sumit Singh,Sikkim,Mizoram,Gokaraju Liala Gangaaraju ACA Cricket Ground,,2,19.75,15.25,7.5,0,1
,Lee Yong Lepcha,Sikkim,Mizoram,Gokaraju Liala Gangaaraju ACA Cricket Ground,,2,12,9,9,0,0
,Mandup Bhutia,Sikkim,Mizoram,Gokaraju Liala Gangaaraju ACA Cricket Ground,,4,0,0,9.083333333,0,1
,Iqbal Abdulla,Mizoram,Sikkim,Gokaraju Liala Gangaaraju ACA Cricket Ground,,7,7.857142857,7.071428571,7.081904762,0,0
,Lalhruai Ralte,Mizoram,Sikkim,Gokaraju Liala Gangaaraju ACA Cricket Ground,,3,2.777777778,2.777777778,12.66666667,0,0
,Remruatdika Ralte,Mizoram,Sikkim,Gokaraju Liala Gangaaraju ACA Cricket Ground,,2,0,0,9.5,0,0
,T Kohli,Mizoram,Sikkim,Gokaraju Liala Gangaaraju ACA Cricket Ground,,6,4.666666667,4,8.904761905,0,0
,Rinsangzela Hmamte,Mizoram,Sikkim,Gokaraju Liala Gangaaraju ACA Cricket Ground,,0,0,0,0,0,0
,Bobby Zothansanga,Mizoram,Sikkim,Gokaraju Liala Gangaaraju ACA Cricket Ground,,5,19.4,16.8,9.205991342,0,0
,Karkir Taye,Arunachal Pradesh,Nagaland,Gokaraju Liala Gangaaraju ACA Cricket Ground,,1,0,0,7.714285714,0,0
,Yab Niya,Arunachal Pradesh,Nagaland,Gokaraju Liala Gangaaraju ACA Cricket Ground,,2,0,0,7.25,0,1
,Akhilesh Sahani,Arunachal Pradesh,Nagaland,Gokaraju Liala Gangaaraju ACA Cricket Ground,,6,19.33333333,20,6.767192982,0,2
,RB Bishnoi Jr,Arunachal Pradesh,Nagaland,Gokaraju Liala Gangaaraju ACA Cricket Ground,,2,17.66666667,16.5,5.944444444,0,1
,Myendung Singpho,Arunachal Pradesh,Nagaland,Gokaraju Liala Gangaaraju ACA Cricket Ground,,2,18.5,16.16666667,7.445,0,0
,Techi Doria,Arunachal Pradesh,Nagaland,Gokaraju Liala Gangaaraju ACA Cricket Ground,,5,4.833333333,4.333333333,6.920917679,0,3
,AN Ahmed,Nagaland,Arunachal Pradesh,Gokaraju Liala Gangaaraju ACA Cricket Ground,,1,18,19,5.684210526,0,0
,Nagaho Chishi,Nagaland,Arunachal Pradesh,Gokaraju Liala Gangaaraju ACA Cricket Ground,,5,15.75,16.0625,5.239111111,1,0
,Imliwati Lemtur,Nagaland,Arunachal Pradesh,Gokaraju Liala Gangaaraju ACA Cricket Ground,,1,12,12,6,0,4
,Khrievitso Kense,Nagaland,Arunachal Pradesh,Gokaraju Liala Gangaaraju ACA Cricket Ground,,5,8.455555556,9.133333333,5.742857143,1,2
,Hokaito Zhimomi,Nagaland,Arunachal Pradesh,Gokaraju Liala Gangaaraju ACA Cricket Ground,,1,9,6,9,0,2
,Rongsen Jonathan,Nagaland,Arunachal Pradesh,Gokaraju Liala Gangaaraju ACA Cricket Ground,,1,0,0,6.72,0,2
,Chirag Khurana,Meghalaya,Tripura,"ACA Stadium,Mangalagiri",,2,23,24,6.664473684,0,2
,Anish Charak,Meghalaya,Tripura,"ACA Stadium,Mangalagiri",,5,7.8,6,8.272,0,1
,Akash Choudhary,Meghalaya,Tripura,"ACA Stadium,Mangalagiri",,8,13.9047619,13.97619048,6.090833333,0,3
,Dippu Sangma,Meghalaya,Tripura,"ACA Stadium,Mangalagiri",,5,12.4,15.4,5.681160173,0,3
,Himan Phukan,Meghalaya,Tripura,"ACA Stadium,Mangalagiri",,0,0,0,0,0,0
,Chengkam Sangma,Meghalaya,Tripura,"ACA Stadium,Mangalagiri",,3,10.83333333,20.83333333,4.153333333,0,1
,Manisankar Murasingh,Tripura,Meghalaya,"ACA Stadium,Mangalagiri",,8,13.89583333,15,6.001564269,0,0
,Ajay Sarkar,Tripura,Meghalaya,"ACA Stadium,Mangalagiri",,8,12.4,10.2,7.166826923,0,0
,Rahil Shah,Tripura,Meghalaya,"ACA Stadium,Mangalagiri",,3,1.833333333,4,4.57,0,0
,Saurabh Das,Tripura,Meghalaya,"ACA Stadium,Mangalagiri",,1,37,24,9.25,0,0
,Amit Ali,Tripura,Meghalaya,"ACA Stadium,Mangalagiri",,3,4.722222222,6.777777778,4.1,2,0
,Sankar Paul,Tripura,Meghalaya,"ACA Stadium,Mangalagiri",,8,16.80952381,16.88888889,9.949038462,0,0
,L Kishan Singha,Manipur,Vidarbha,"ACA Stadium,Mangalagiri",,7,19.14285714,16.14285714,7.739348371,0,2
,Somorjit Salam,Manipur,Vidarbha,"ACA Stadium,Mangalagiri",,0,0,0,0,0,0
,Nitesh Sedai,Manipur,Vidarbha,"ACA Stadium,Mangalagiri",,2,17,12,7.875,0,1
,Homendro Kabrambam,Manipur,Vidarbha,"ACA Stadium,Mangalagiri",,1,0,0,4.56,0,0
,Kishan Thokchom,Manipur,Vidarbha,"ACA Stadium,Mangalagiri",,3,17,10.88888889,5.75,0,1
,Chongtham Mehul,Manipur,Vidarbha,"ACA Stadium,Mangalagiri",,0,0,0,0,0,0
,Siddhesh Neral,Vidarbha,Manipur,"ACA Stadium,Mangalagiri",,0,0,0,0,0,2
,AS Thakare,Vidarbha,Manipur,"ACA Stadium,Mangalagiri",,2,20.75,18,6.375,0,2
,Akshay Wakhare,Vidarbha,Manipur,"ACA Stadium,Mangalagiri",,7,13.71428571,13.78571429,6.468791209,0,1
,DG Nalkande,Vidarbha,Manipur,"ACA Stadium,Mangalagiri",,7,10.61111111,11.16666667,6.127804227,3,1
,Akshay Karnewar,Vidarbha,Manipur,"ACA Stadium,Mangalagiri",,7,19.41428571,12.34285714,7.383809524,0,2
,Atharva Taide,Vidarbha,Manipur,"ACA Stadium,Mangalagiri",,3,0,0,11.30952381,0,2
2021-11-09,Ashith Rajiv,Puducherry,Odisha,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,,5,18.6,16.6,6.857964912,0,0
,Suboth Bhati,Puducherry,Odisha,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,,2,25.5,12.5,11.31230769,0,4
,Sagar Udeshi,Puducherry,Odisha,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,,8,17.57142857,19.71428571,5.666666667,0,1
,Sagar Trivedi,Puducherry,Odisha,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,,6,26.5,12.75,9.762564103,0,0
,Bharat Sharma,Puducherry,Odisha,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,,2,0,0,6.96,0,2
,Rajesh Mohanty,Odisha,Puducherry,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,,2,0,0,11.10714286,0,2
,B Shiva,Odisha,Puducherry,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,,0,0,0,0,0,0
,Harshit Rathod,Odisha,Puducherry,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,,0,0,0,0,0,1
,Prayas Singh,Odisha,Puducherry,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,,0,0,0,0,0,0
,AS Raut,Odisha,Puducherry,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,,2,0,0,8.49122807,0,1
,Bikash K Rout,Odisha,Puducherry,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,,2,12,10.16666667,6.99,0,0
,Amit Yadav,Goa,Maharashtra,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,,4,14.75,15.83333333,6.283525641,0,0
,Lakshay Garg,Goa,Maharashtra,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,,8,16.16319444,14.03472222,7.247522894,0,1
,SB Wagh,Goa,Maharashtra,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,,4,21.47916667,14.20833333,9.073438914,1,1
,Darshan Misal,Goa,Maharashtra,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,,8,14.859375,15.1875,6.906025641,0,0
,Shubham Ranjane,Goa,Maharashtra,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,,5,10.5,7.5,10.57,0,0
,SS Prabhudessai,Goa,Maharashtra,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,,5,1.8,2.4,8.44,0,1
,Amulya Pandrekar,Goa,Maharashtra,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,,2,20,24,10,0,1
,Azim Kazi,Maharashtra,Goa,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,,8,8.325,9.15,7.572115385,0,2
,Mukesh Choudhary,Maharashtra,Goa,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,,6,30.88888889,21.72222222,8.591539688,0,2
,A Palkar,Maharashtra,Goa,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,,4,5.583333333,5.666666667,5.753496503,0,1
,Satyajeet Bachhav,Maharashtra,Goa,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,,9,16.51851852,15.35185185,6.911423002,0,3
,Sunil Yadav,Maharashtra,Goa,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,,3,30,24.5,7.223333333,0,0
,Divyang Hinganekar,Maharashtra,Goa,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,,6,6.75,7.3,7.777222222,1,2
,S Sandeep Warrier,Tamil Nadu,Punjab,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium B,,10,18.81666667,15.41666667,7.368368421,0,2
,R Sai Kishore,Tamil Nadu,Punjab,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium B,,11,16.18333333,18.91666667,5.676270396,1,1
,T Natarajan,Tamil Nadu,Punjab,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium B,,7,30.21428571,26.02380952,8.059465829,0,1
,M Ashwin,Tamil Nadu,Punjab,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium B,,14,18.68825397,15.77753968,6.892746427,0,0
,B Aparajith,Tamil Nadu,Punjab,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium B,,7,11.44444444,10.66666667,5.82070561,0,1
,M Mohammed,Tamil Nadu,Punjab,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium B,,11,13.80113636,10.17045455,7.218045113,1,1
,Abhishek Sharma,Punjab,Tamil Nadu,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium B,,8,6.25,6.482142857,6.900714286,0,0
,Arshdeep Singh,Punjab,Tamil Nadu,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium B,,22,18.13917172,15.02628788,7.111171688,1,1
,S Kaul,Punjab,Tamil Nadu,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium B,,16,14.83984375,12.94140625,7.562290843,2,2
,Harpreet Brar,Punjab,Tamil Nadu,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium B,,16,12.04650298,11.7827381,6.161057692,1,0
,Ramandeep Singh,Punjab,Tamil Nadu,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium B,,3,12,10.16666667,6.537777778,0,0
,Krishan Alang,Punjab,Tamil Nadu,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium B,,0,0,0,0,0,0
,LI Meriwala,Baroda,Mumbai,"ACA Stadium, Barsapara",,12,16.58950617,13.41049383,7.107098997,1,0
,A Sheth,Baroda,Mumbai,"ACA Stadium, Barsapara",,12,19.45,16.55833333,7.049564582,1,1
,KH Pandya,Baroda,Mumbai,"ACA Stadium, Barsapara",,25,28.40676133,29.88038278,7.338727875,1,0
,NA Rathva,Baroda,Mumbai,"ACA Stadium, Barsapara",,12,5.693650794,6.895238095,5.495509607,0,1
,Chinta Gandhi,Baroda,Mumbai,"ACA Stadium, Barsapara",,3,16.66666667,17.33333333,5.857142857,0,0
,Dhruv Patel,Baroda,Mumbai,"ACA Stadium, Barsapara",,1,0,0,10.15384615,0,0
,KR Kakade,Baroda,Mumbai,"ACA Stadium, Barsapara",,10,7.63125,8.05625,6.59272701,0,0
,Atharva Ankolekar,Mumbai,Baroda,"ACA Stadium, Barsapara",,6,9.388888889,9.666666667,5.680555556,0,1
,SD Lad,Mumbai,Baroda,"ACA Stadium, Barsapara",,2,10.75,10.5,6.083333333,0,1
,Mohit Avasthi,Mumbai,Baroda,"ACA Stadium, Barsapara",,3,23.55555556,15.72222222,8.098461538,0,2
,PH Solanki,Mumbai,Baroda,"ACA Stadium, Barsapara",,0,0,0,0,0,1
,Tanush Kotian,Mumbai,Baroda,"ACA Stadium, Barsapara",,3,0,0,6.107777778,0,4
,Aman Hakim Khan,Mumbai,Baroda,"ACA Stadium, Barsapara",,0,0,0,0,0,0
,Diwesh Pathania,Services,Chhattisgarh,"ACA Stadium, Barsapara",,7,30.83333333,21.08333333,8.677142857,0,0
,Nitin Tanwar,Services,Chhattisgarh,"ACA Stadium, Barsapara",,4,14.66666667,18,5.806818182,0,1
,Vikas Yadav,Services,Chhattisgarh,"ACA Stadium, Barsapara",,7,23,18,6.904761905,0,0
,Rahul Khajan Singh,Services,Chhattisgarh,"ACA Stadium, Barsapara",,2,20,21,5.625,0,0
,Sachidanand Pandey,Services,Chhattisgarh,"ACA Stadium, Barsapara",,2,17,13.5,9.777777778,0,2
,Sumit Ruikar,Chhattisgarh,Services,"ACA Stadium, Barsapara",,7,5.785714286,5.142857143,6.523809524,0,2
,Ravi Kiran,Chhattisgarh,Services,"ACA Stadium, Barsapara",,6,6.805555556,6.25,7.916363636,0,2
,Sourabh Majumdar,Chhattisgarh,Services,"ACA Stadium, Barsapara",,6,13.51388889,10.83333333,7.026161616,1,0
,Shashank Singh,Chhattisgarh,Services,"ACA Stadium, Barsapara",,5,0.5,1.5,9.716,0,0
,Ajay Mandal,Chhattisgarh,Services,"ACA Stadium, Barsapara",,9,20.775,16.05,8.055555556,0,1
,SS Agarwal,Chhattisgarh,Services,"ACA Stadium, Barsapara",,4,23,18.5,6.899038462,0,5
,Mukesh Kumar,Bengal,Karnataka,Nehru Stadium,,8,19.125,16.7625,7.400681818,0,4
,Shahbaz Ahmed,Bengal,Karnataka,Nehru Stadium,,14,15.43452381,15.36011905,6.697252747,0,1
,Akash Deep,Bengal,Karnataka,Nehru Stadium,,8,15.32291667,14.44791667,7.468903509,1,1
,Pradipta Pramanik,Bengal,Karnataka,Nehru Stadium,,2,8.5,11.25,4.571428571,0,2
,Sujit Yadav,Bengal,Karnataka,Nehru Stadium,,0,0,0,0,0,0
,M Prasidh Krishna,Karnataka,Bengal,Nehru Stadium,,28,22.67838404,20.88363636,6.922174441,2,1
,J Suchith,Karnataka,Bengal,Nehru Stadium,,7,14.30357143,17.98214286,6.901428571,0,1
,KC Cariappa,Karnataka,Bengal,Nehru Stadium,,4,7.833333333,10.5,5.096153846,0,1
,Vijaykumar Vyshak,Karnataka,Bengal,Nehru Stadium,,2,9.083333333,7.416666667,7.2,1,0
,K Gowtham,Karnataka,Bengal,Nehru Stadium,,9,20.75925926,20.44444444,5.878518519,0,0
,Cheepurapalli Stephen,Andhra,Himachal,Alembic 2  Cricket Ground,,8,13.19375,15.08958333,6.659766082,2,4
,Harishankar Reddy,Andhra,Himachal,Alembic 2  Cricket Ground,,7,15.45833333,11.04464286,8.559577791,0,0
,K V Sasikanth,Andhra,Himachal,Alembic 2  Cricket Ground,,7,19.35416667,17.66666667,7.768083395,0,1
,Manish Golamaru,Andhra,Himachal,Alembic 2  Cricket Ground,,2,21.25,18,6.5,0,1
,Pinninit Tapaswi,Andhra,Himachal,Alembic 2  Cricket Ground,,2,4.833333333,4.333333333,8.653846154,0,1
,VG Arora,Himachal,Andhra,Alembic 2  Cricket Ground,,8,11.88078704,12.80671296,6.876416528,0,1
,R Dhawan,Himachal,Andhra,Alembic 2  Cricket Ground,,8,14.24166667,11.78333333,7.436881788,0,3
,Pankaj Jaswal,Himachal,Andhra,Alembic 2  Cricket Ground,,8,20.67708333,16.29166667,6.193397436,1,5
,Mayank Dagar,Himachal,Andhra,Alembic 2  Cricket Ground,,8,16.66666667,20,5.6875,0,1
,Ayush Jamwal,Himachal,Andhra,Alembic 2  Cricket Ground,,7,26.8,25.2,6.655824176,0,0
,MM Sharma,Haryana,Rajasthan,Alembic 2  Cricket Ground,,9,14.08333333,14.32142857,8.34,0,1
,Sumit Kumar,Haryana,Rajasthan,Alembic 2  Cricket Ground,,7,19.07142857,15,8.624542125,0,2
,J Yadav,Haryana,Rajasthan,Alembic 2  Cricket Ground,,17,13.85162485,14.28558892,6.164821106,1,0
,YS Chahal,Haryana,Rajasthan,Alembic 2  Cricket Ground,,49,25.12696299,21.553489,7.021867502,2,0
,Nitesh Hooda,Haryana,Rajasthan,Alembic 2  Cricket Ground,,0,0,0,0,0,0
,HV Patel,Haryana,Rajasthan,Alembic 2  Cricket Ground,,33,17.47334369,13.09201928,7.769279436,3,3
,R Tewatia,Haryana,Rajasthan,Alembic 2  Cricket Ground,,22,14.68633705,12.13503456,8.201266803,0,0
,MK Lomror,Rajasthan,Haryana,Alembic 2  Cricket Ground,,5,11,9,7.266666667,0,1
,KL Nagarkoti,Rajasthan,Haryana,Alembic 2  Cricket Ground,,3,13.5,12,8.583333333,0,3
,Ravi Bishnoi,Rajasthan,Haryana,Alembic 2  Cricket Ground,,21,16.19070962,16.80462185,6.204102564,0,1
,Shubham Kamal Sharma,Rajasthan,Haryana,Alembic 2  Cricket Ground,,2,2.666666667,4,6.08,0,1
,Mohit Jain,Rajasthan,Haryana,Alembic 2  Cricket Ground,,0,0,0,0,0,4
,Shiva Chauhan,Rajasthan,Haryana,Alembic 2  Cricket Ground,,0,0,0,0,0,0
,Shubham Kumar Singh,Jharkhand,Jammu & Kashmir,Reliance Cricket Stadium,,1,38,26,8.769230769,0,1
,S Nadeem,Jharkhand,Jammu & Kashmir,Reliance Cricket Stadium,,8,36.93880208,47.9140625,6.944722222,1,1
,AS Roy,Jharkhand,Jammu & Kashmir,Reliance Cricket Stadium,,6,27.58333333,21.66666667,8.170299145,0,0
,Bal Krishna,Jharkhand,Jammu & Kashmir,Reliance Cricket Stadium,,3,16.125,15.5,6.326666667,1,1
,Vikash Singh,Jharkhand,Jammu & Kashmir,Reliance Cricket Stadium,,2,28.5,17,9.4,0,0
,Utkarsh Singh,Jharkhand,Jammu & Kashmir,Reliance Cricket Stadium,,4,10,12,6.5,0,2
,KR Singh,Jharkhand,Jammu & Kashmir,Reliance Cricket Stadium,,0,0,0,0,0,1
,Ram Dayal,Jammu & Kashmir,Jharkhand,Reliance Cricket Stadium,,4,4.5,4.75,6.629385965,0,2
,Auqib Nabi,Jammu & Kashmir,Jharkhand,Reliance Cricket Stadium,,5,10.4,9.8,6.973809524,1,1
,Abid Mushtaq (2),Jammu & Kashmir,Jharkhand,Reliance Cricket Stadium,,5,15.5,16.5,7.816666667,0,1
,Parvez Rasool,Jammu & Kashmir,Jharkhand,Reliance Cricket Stadium,,6,14.64583333,14.40625,6.053333333,0,1
,Waseem Raza,Jammu & Kashmir,Jharkhand,Reliance Cricket Stadium,,0,0,0,0,0,0
,Irfan-ul-Haq,Jammu & Kashmir,Jharkhand,Reliance Cricket Stadium,,0,0,0,0,0,0
,A Nagwaswalla,Gujarat,Bihar,Arun Jaitley Stadium,,8,15.88425926,12.68055556,8.111260823,1,2
,Chintan Gaja,Gujarat,Bihar,Arun Jaitley Stadium,,6,13.61111111,12.08333333,5.911842105,0,0
,Tejas Patel,Gujarat,Bihar,Arun Jaitley Stadium,,1,9,6,9,0,3
,PP Chawla,Gujarat,Bihar,Arun Jaitley Stadium,,9,17.04166667,15.13888889,6.994444444,0,0
,HP Patel,Gujarat,Bihar,Arun Jaitley Stadium,,7,16.6,17.14285714,5.839795918,0,1
,RV Patel,Gujarat,Bihar,Arun Jaitley Stadium,,3,0,0,10.2,0,1
,Abhijeet Saket,Bihar,Gujarat,Arun Jaitley Stadium,,4,17.16666667,15.05555556,6.696746032,0,1
,Anunay Singh,Bihar,Gujarat,Arun Jaitley Stadium,,0,0,0,0,0,1
,Ashutosh Aman,Bihar,Gujarat,Arun Jaitley Stadium,,8,11.11458333,13.21875,4.76375,2,2
,Harsh Vikram Singh,Bihar,Gujarat,Arun Jaitley Stadium,,1,0,0,7.846153846,0,1
,Suraj Kashyap,Bihar,Gujarat,Arun Jaitley Stadium,,1,11,6,11,0,0
,Unnikrishnan Manukrishnan,Kerala,Madhya Pradesh,Arun Jaitley Stadium,,3,27,24,7.166666667,0,1
,Sharafuddeen,Kerala,Madhya Pradesh,Arun Jaitley Stadium,,2,16,12,10,0,0
,Basil Thampi,Kerala,Madhya Pradesh,Arun Jaitley Stadium,,7,8.333333333,6,7.976373626,0,0
,Jalaj S Saxena,Kerala,Madhya Pradesh,Arun Jaitley Stadium,,8,7.6875,11.4375,6.364583333,0,1
,S Midhun,Kerala,Madhya Pradesh,Arun Jaitley Stadium,,6,27.33333333,22.05555556,6.832222222,0,1
,Sachin Baby,Kerala,Madhya Pradesh,Arun Jaitley Stadium,,6,8.962962963,8.222222222,7.861111111,0,0
,MS Akhil,Kerala,Madhya Pradesh,Arun Jaitley Stadium,,0,0,0,0,0,2
,Avesh Khan,Madhya Pradesh,Kerala,Arun Jaitley Stadium,,32,20.04148153,15.1662281,7.257780449,6,0
,KR Sen,Madhya Pradesh,Kerala,Arun Jaitley Stadium,,9,16.10763889,15.19444444,6.756430606,0,0
,VR Iyer,Madhya Pradesh,Kerala,Arun Jaitley Stadium,,17,18.67529412,15.53559664,7.449916647,0,0
